"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","sample_name","sample_type"
0.0035,0.001,0.001,0.001,0.0245,0.007,0.012,0.0085,0.0975,0.3455,0.1465,0.156,0.014,0.1115,0.0325,0.038,"ref_sample_170","reference"
0.0105,0.0185,0.2795,0.077,0.0385,0.0175,0.0155,0.148,0.009,0.0045,0.107,0.027,0.0155,0.0065,0.167,0.0585,"ref_sample_171","reference"
0.1405,0.086,0.0175,0.0345,0.039,0.059,0.1345,0.045,0.0725,0.062,0.0085,0.023,0.101,0.1095,0.0215,0.046,"ref_sample_172","reference"
0.187,0.1075,0.0235,0.121,0.0015,0.006,0.1365,0.068,0.034,0.019,0.004,0.014,0.116,0.065,0.0165,0.0805,"ref_sample_173","reference"
0,0.1525,0.012,0.064,0.166,0.0495,0.0755,0.039,0.045,0.0435,0.0075,0.0515,0.0835,0.1075,0.012,0.091,"ref_sample_174","reference"
0.0335,0.0125,0,0.0235,0.2585,0.11,0.1745,0.0785,0.0035,0.042,0,0.0285,0.0145,0.1415,5e-04,0.0785,"ref_sample_175","reference"
0.0405,0.073,0.0025,0.074,0.004,0.004,0.0345,0.025,0.181,0.057,0.01,0.1285,0.149,0.0665,0.0045,0.146,"ref_sample_176","reference"
0.0395,0.0705,0.004,0.0205,0.0805,0.018,0.064,0.021,0.1155,0.1135,0.024,0.057,0.1165,0.16,0.029,0.0665,"ref_sample_177","reference"
0.276,0.1395,0,0.164,0.0345,0.0085,0.0935,0.0535,0.007,0.0035,0,0.0065,0.109,0.0405,5e-04,0.0635,"ref_sample_178","reference"
0.139,0.13,0,0.1425,0.0165,0.0075,0.1115,0.0695,0.0355,0.0175,0,0.021,0.138,0.07,0,0.1015,"ref_sample_179","reference"
0.244,0.0895,0.0315,0.1045,0.045,0.0295,0.157,0.064,0.031,0.0145,0.006,0.0115,0.063,0.0525,0.0135,0.043,"ref_sample_180","reference"
0.0165,0.0555,0.15,0.069,0.005,0.002,0.0535,0.1605,0.0275,0.022,0.132,0.0545,0.039,0.0215,0.1265,0.065,"ref_sample_181","reference"
0.0195,0.142,0.12,0.179,0.0195,0.0065,0.0985,0.178,0.003,0.002,0.0095,0.0075,0.0555,0.0265,0.053,0.08,"ref_sample_182","reference"
0.074,0.04,0.09,0.0445,0.0015,0,0.0325,0.0415,0.1385,0.037,0.1525,0.055,0.1035,0.0295,0.115,0.045,"ref_sample_183","reference"
0.028,0.1275,0.073,0.06,0.1285,0.083,0.0515,0.0465,0.007,0.009,0.012,0.0085,0.0795,0.0995,0.102,0.0845,"ref_sample_184","reference"
0.1275,0.219,0.0845,0.0485,0,5e-04,0.1915,0.0705,0.03,0.0105,0.0085,0.0045,0.1055,0.0465,0.0355,0.017,"ref_sample_185","reference"
0.01,0.014,0.0015,0.0035,0.0095,0.008,0.0055,0.006,0.225,0.224,0.06,0.146,0.0965,0.105,0.017,0.0685,"ref_sample_186","reference"
0.0255,0.0205,0.314,0.069,0.019,0.0215,0.021,0.129,0.001,0.001,0.032,0.007,0.0275,0.011,0.2335,0.0675,"ref_sample_187","reference"
0.04,0.0195,0.038,0.011,0.1475,0.094,0.1045,0.0975,0.0145,0.047,0.0495,0.011,0.031,0.1435,0.115,0.0365,"ref_sample_188","reference"
0.117,0.087,0.1255,0.1595,0.0015,0,0.116,0.1735,0.005,0.001,0.002,0.0025,0.0445,0.0335,0.0575,0.074,"ref_sample_189","reference"
0,0,0,0,0.0045,0.0025,5e-04,5e-04,0.0015,0.3675,0.1275,0.2545,0,0.126,0.0325,0.0825,"ref_sample_190","reference"
0.025,0.031,0.0395,0.031,0.0505,0.0315,0.0245,0.041,0.113,0.091,0.1825,0.1255,0.047,0.046,0.0635,0.0575,"ref_sample_191","reference"
0.0505,0.019,0.177,0.06,0.158,0.0655,0.056,0.2005,5e-04,0.005,0.011,0.0035,0.021,0.0355,0.0965,0.0405,"ref_sample_192","reference"
0,0,0,0,5e-04,0,0,0,0.182,0.26,0.205,0.1565,0.032,0.0725,0.0525,0.039,"ref_sample_193","reference"
0,0.001,0.022,0.016,0.3025,0.098,0.006,0.137,0,0.001,0.025,0.012,5e-04,0.004,0.23,0.145,"ref_sample_194","reference"
0,0.0025,0,0,0.348,0.225,0.1265,0.03,0,0.106,0.0135,0.0165,0,0.1035,0.016,0.0125,"ref_sample_195","reference"
0.0025,5e-04,0.001,5e-04,0.007,0.002,5e-04,0.0015,0.146,0.253,0.2885,0.1215,0.026,0.0585,0.0605,0.0305,"ref_sample_196","reference"
0.0625,0.046,0.0205,0.06,0.086,0.051,0.1285,0.0865,0.036,0.06,0.02,0.045,0.068,0.098,0.0355,0.0965,"ref_sample_197","reference"
0.2055,0.0455,0.047,0.0755,0.0045,5e-04,0.099,0.044,0.167,0.049,0.053,0.0655,0.0675,0.0265,0.022,0.028,"ref_sample_198","reference"
0.02,0.013,0.3145,0.16,0.0115,0.042,0.0055,0.128,0.0085,0.0025,0.1045,0.064,0.004,0.002,0.0725,0.0475,"ref_sample_199","reference"
0.0155,0.0095,0,0.0155,0.0115,0.003,0.0155,0.0075,0.21,0.1305,0.001,0.222,0.123,0.1045,5e-04,0.1305,"ref_sample_200","reference"
0.007,0.002,0.003,0.001,0,0,0.0025,0.0025,0.366,0.122,0.1795,0.114,0.091,0.0345,0.041,0.034,"ref_sample_201","reference"
0.038,0.1265,0.0075,0.0625,0.0185,0.0075,0.0615,0.031,0.1645,0.0855,0.0195,0.0855,0.134,0.0745,0.0035,0.08,"ref_sample_202","reference"
0.088,0.337,0.0635,0.0755,0.044,0.061,0.048,0.02,0.0575,0.017,0.006,0.0145,0.0915,0.03,0.02,0.0265,"ref_sample_203","reference"
0.0045,0.0095,0.1395,0.0685,0.1255,0.2995,0.0065,0.1255,0.001,0.002,0.0175,0.0115,0.003,0.013,0.1135,0.0595,"ref_sample_204","reference"
0.0015,0.001,0.001,0.002,5e-04,0.001,0.0015,0.0025,0.1335,0.124,0.1355,0.2005,0.067,0.094,0.08,0.1545,"ref_sample_205","reference"
0.1165,0.0395,0.135,0.0405,0.0035,0.015,0.0635,0.079,0.103,0.0495,0.1135,0.044,0.0545,0.0335,0.0795,0.03,"ref_sample_206","reference"
0.136,0.0725,0.0325,0.0885,0.1895,0.0465,0.0925,0.0475,0.0015,5e-04,0,0.0015,0.083,0.092,0.025,0.091,"ref_sample_207","reference"
0.142,0.0735,0.0515,0.073,0.0175,0.008,0.0855,0.0495,0.1475,0.0595,0.0615,0.0895,0.054,0.024,0.02,0.0435,"ref_sample_208","reference"
0,5e-04,0.333,0.1035,0.0115,0.006,0,0.1015,0,0,0.1845,0.0655,0,0,0.1435,0.0505,"ref_sample_209","reference"
0,0,0.428,0.1315,0.002,0.001,0,0.173,0,0,5e-04,0,0,0,0.2105,0.0535,"ref_sample_210","reference"
0.1205,0.167,0.1145,0.103,0.004,0.012,0.1345,0.0985,0.0245,0.009,0.015,0.012,0.068,0.0365,0.0515,0.0295,"ref_sample_211","reference"
0.0885,0.0305,0.11,0.148,0.067,0.0705,0.052,0.1215,0.008,0.004,0.004,0.0085,0.059,0.039,0.0775,0.112,"ref_sample_212","reference"
5e-04,5e-04,0.394,0.0685,0.0115,0.004,0,0.155,0,0.001,0.0675,0.0085,0,5e-04,0.2455,0.043,"ref_sample_213","reference"
0.0545,0.0235,0.2315,0.1745,0.018,0.031,0.0235,0.133,0.001,5e-04,0.0055,0.004,0.027,0.013,0.137,0.1225,"ref_sample_214","reference"
0,0,0,0,0.009,0.049,0.011,0.0065,0,0.3165,0.06,0.237,5e-04,0.1655,0.029,0.116,"ref_sample_215","reference"
0.007,0.001,0.002,5e-04,0.127,0.319,0.092,0.034,0.0075,0.2035,0.0505,0.0265,0.002,0.092,0.022,0.0135,"ref_sample_216","reference"
0.084,0.0465,0.001,0.039,0.0015,0.0165,0.036,0.0145,0.2825,0.1,0.0045,0.122,0.126,0.056,5e-04,0.0695,"ref_sample_217","reference"
0,0.3235,0.012,0.1705,0.0145,0.007,0.062,0.051,0.087,0.0245,0.004,0.07,0.085,0.02,0.0055,0.0635,"ref_sample_218","reference"
0.0015,0.002,0.0055,0.0075,0.018,0.0075,0.0065,0.021,0.069,0.1095,0.297,0.2645,0.0185,0.0305,0.066,0.0755,"ref_sample_219","reference"
0.0995,0.238,0,0.088,0.022,0.0875,0.177,0.046,0.0685,0.046,0,0.0245,0.0435,0.034,0,0.0255,"ref_sample_220","reference"
0.0865,0.2515,0.002,0.1045,5e-04,0.019,0.128,0.041,0.0565,0.0275,0.0025,0.023,0.141,0.063,0.005,0.0485,"ref_sample_221","reference"
0,0,0.143,0.0475,0.0685,0.0215,0,0.1215,0,0,0.287,0.097,0,0,0.1645,0.0495,"ref_sample_222","reference"
0.01,0.0055,0,0.0055,0.2655,0.172,0.1465,0.09,0.0015,0.036,5e-04,0.026,0.0075,0.148,0,0.0855,"ref_sample_223","reference"
0.048,0.0335,0,0.042,0.26,0.208,0.1195,0.0505,0.015,0.06,0,0.0445,0.0205,0.0635,5e-04,0.0345,"ref_sample_224","reference"
0.146,0.1065,0.095,0.1055,0.023,0.012,0.0775,0.0725,0.057,0.0185,0.037,0.0325,0.0905,0.037,0.039,0.0505,"ref_sample_225","reference"
0.0025,0.3085,0.008,0.072,0,0.0555,0.1195,0.0325,0.011,0.0065,5e-04,0.005,0.2055,0.0995,0.009,0.0645,"ref_sample_226","reference"
0.031,0.016,0.001,0.008,0.005,0.002,0.0065,0.0025,0.382,0.126,0.017,0.1535,0.16,0.0315,0.005,0.053,"ref_sample_227","reference"
0,0,0.015,0.0015,0.1425,0.314,0,0.1245,0,0,0.2495,0.028,0,0,0.1125,0.0125,"ref_sample_228","reference"
0.003,0.2435,0.007,0.167,0.0055,0.053,0.117,0.0865,0.001,0,0,0,0.1125,0.0755,0.0075,0.121,"ref_sample_229","reference"
0.02,0.007,5e-04,0.017,0.0115,0.0545,0.029,0.0175,0.117,0.226,0.027,0.2155,0.042,0.1115,0.015,0.089,"ref_sample_230","reference"
0.0045,0.0025,0.2655,0.083,0.0135,0.004,0.002,0.2415,0,0.001,0.0655,0.0225,0.0025,0.0015,0.211,0.0795,"ref_sample_231","reference"
0,0,0,0,0,0,0,0,0.071,0.4515,0.0255,0.21,0.0145,0.159,0.004,0.0645,"ref_sample_232","reference"
0.1885,0.1215,0.0015,0.12,0.032,0.0225,0.1405,0.052,0.1075,0.0545,0.0015,0.0635,0.0415,0.021,0.001,0.031,"ref_sample_233","reference"
0.003,0.0055,0.003,0.004,5e-04,0.001,0.0015,5e-04,0.3,0.111,0.104,0.1425,0.151,0.0565,0.048,0.068,"ref_sample_234","reference"
0,0,0,0,0,0,0,0,0.2395,0.1105,0.1925,0.143,0.1115,0.0535,0.0795,0.07,"ref_sample_235","reference"
0.06,0.022,0.001,0.054,0.096,0.071,0.0745,0.032,0.0975,0.131,0.0015,0.1615,0.052,0.077,0.001,0.068,"ref_sample_236","reference"
0,0,0,0,0.099,0.0715,0.032,0.016,0,0.3145,0.0115,0.1415,0,0.2105,0.0075,0.096,"ref_sample_237","reference"
0.193,0.081,0.0045,0.129,0.0475,0.0245,0.033,0.023,0.112,0.0325,0.002,0.058,0.1305,0.0435,0.001,0.085,"ref_sample_238","reference"
0.004,0.0655,0.005,0.04,0.1465,0.2635,0.0965,0.0625,0.017,0.0625,0.006,0.044,0.02,0.098,0.0105,0.0585,"ref_sample_239","reference"
0.0485,0.162,0.0555,0.0645,0.01,0.0035,0.142,0.083,0.0245,0.012,0.007,0.011,0.145,0.0955,0.0685,0.0675,"ref_sample_240","reference"
0.158,0.0495,0.21,0.132,0,0.0045,0.064,0.1225,0.051,0.0155,0.069,0.0505,0.018,0.0085,0.0275,0.0195,"ref_sample_241","reference"
0,0,0.317,0.136,0.0635,0.0165,0,0.1545,0,0,0.0215,0.0075,0,0,0.1965,0.087,"ref_sample_242","reference"
0,0,0,0,0.007,0.0025,0,0,0.0085,0.404,0.08,0.2035,5e-04,0.1755,0.0405,0.078,"ref_sample_243","reference"
0.1635,0.0765,0.001,0.081,0,0,0.1,0.0345,0.1355,0.0575,0.002,0.06,0.144,0.068,0.0015,0.075,"ref_sample_244","reference"
0,0,0,0,0.357,0.13,0.0955,0.049,0,0.0605,0.018,0.013,0,0.191,0.0515,0.0345,"ref_sample_245","reference"
0,0,0,0,0,0,0,0,0.0135,0.011,0.552,0.1465,0.007,0.009,0.2,0.061,"ref_sample_246","reference"
0.0285,0.0745,0.003,0.032,0.085,0.1495,0.1425,0.0455,0.0215,0.0485,0.001,0.019,0.0585,0.211,0.0055,0.0745,"ref_sample_247","reference"
0.008,0.0125,0.0085,0.01,0.368,0.2335,0.0565,0.067,0.003,0.0515,0.028,0.032,0.0035,0.0575,0.0225,0.038,"ref_sample_248","reference"
0.005,0.004,0.0075,0.005,0,0,0.002,0.0085,0.152,0.063,0.3215,0.192,0.0535,0.024,0.1045,0.0575,"ref_sample_249","reference"
0.1415,0.0425,0.0345,0.0545,0.0125,0.023,0.046,0.0225,0.2125,0.076,0.0525,0.068,0.1125,0.0365,0.026,0.039,"ref_sample_250","reference"
0.002,5e-04,0.1065,0.032,0.0175,0.004,0.001,0.0405,0.0105,0.0055,0.3245,0.1015,0.013,0.0055,0.2465,0.089,"ref_sample_251","reference"
0.002,0.0105,0,0.004,0.021,0.0295,0.0085,0.005,0.1105,0.3195,0.02,0.235,0.0285,0.1115,0.0085,0.086,"ref_sample_252","reference"
0.001,0.003,0.0015,0.003,0,0,0.001,0,0.1015,0.054,0.352,0.2335,0.035,0.0215,0.125,0.068,"ref_sample_253","reference"
0.011,0.266,0.0605,0.0765,0.0285,0.0055,0.0995,0.056,0.0555,0.027,0.0125,0.0205,0.1265,0.0555,0.041,0.058,"ref_sample_254","reference"
0.1385,0.054,0.0245,0.093,0.123,0.056,0.1165,0.048,0.032,0.0285,0.0035,0.025,0.085,0.0825,0.0115,0.0785,"ref_sample_255","reference"
0.0865,0.1,0,0.057,0,0,0.084,0.029,0.194,0.104,5e-04,0.102,0.1195,0.0735,0.001,0.049,"ref_sample_256","reference"
0.252,0.0805,0.109,0.0725,0.033,0.0705,0.0355,0.011,0.0155,0.0045,0.0055,0.0035,0.1605,0.038,0.06,0.0485,"ref_sample_257","reference"
0.032,0.154,0.0085,0.0625,0.059,0.024,0.0815,0.037,0.137,0.081,0.012,0.0915,0.0795,0.0785,0.006,0.056,"ref_sample_258","reference"
0.17,0.074,0.0085,0.103,0.005,0.0015,0.11,0.045,0.101,0.046,0.005,0.0595,0.126,0.0605,0.0045,0.0805,"ref_sample_259","reference"
0.005,0.001,0.005,0.004,0.077,0.03,0.0115,0.0095,0.044,0.2155,0.262,0.161,0.007,0.07,0.0585,0.039,"ref_sample_260","reference"
0.0835,0.033,0.294,0.2245,0,0,0.03,0.132,5e-04,0,0.0015,0.0015,0.0295,0.006,0.105,0.059,"ref_sample_261","reference"
0.0065,0.0085,0.3375,0.016,0.02,0.0425,5e-04,0.078,0.0035,0.003,0.171,0.0095,0.0065,0.002,0.2775,0.0175,"ref_sample_262","reference"
0.0085,0.138,0.159,0.1695,0.0055,0.0275,0.057,0.1215,0.003,0.001,0.0055,0.006,0.056,0.035,0.108,0.099,"ref_sample_263","reference"
0.0435,0.1505,0.1315,0.064,0.049,0.015,0.083,0.0775,0.0395,0.019,0.049,0.029,0.086,0.044,0.0775,0.042,"ref_sample_264","reference"
0.2185,0.097,0.0395,0.128,0.018,0.0165,0.1125,0.058,0.0105,0.007,0,0.0065,0.134,0.0545,0.0235,0.076,"ref_sample_265","reference"
0.001,5e-04,0.115,0.0145,0.148,0.076,5e-04,0.225,0,0,0.089,0.014,5e-04,0,0.2885,0.0275,"ref_sample_266","reference"
0.009,0.009,0.4195,0.076,0,0.014,0.0065,0.1635,0,5e-04,0.087,0.019,0.005,0,0.1565,0.0345,"ref_sample_267","reference"
0.15,0.069,0.18,0.114,0.004,0.0025,0.061,0.09,0.027,0.0035,0.03,0.01,0.083,0.0195,0.1015,0.055,"ref_sample_268","reference"
0,0,0,0,0.3495,0.216,0.0205,0.122,0,0.0035,0.0165,0.0065,0,0.0405,0.156,0.069,"ref_sample_269","reference"
0.005,0.002,0.0015,0.0015,0,0.3995,0.1125,0.0405,0.004,0.076,0.0125,0.007,0.0065,0.2465,0.054,0.031,"ref_sample_270","reference"
5e-04,0.001,0.136,0.0795,5e-04,0.002,0,0.0595,0.003,5e-04,0.28,0.144,0.002,0.0015,0.195,0.095,"ref_sample_271","reference"
0.197,0.0875,0.0455,0.075,0.079,0.0235,0.077,0.044,0.023,0.0145,0.0065,0.012,0.128,0.09,0.03,0.0675,"ref_sample_272","reference"
0.0095,0.0035,0.0715,0.0225,0.021,0.0085,0.0055,0.045,0.0355,0.0285,0.39,0.106,0.015,0.0085,0.1725,0.057,"ref_sample_273","reference"
5e-04,0.01,0.034,0.017,0.1035,0.0615,0.0085,0.0405,0.022,0.059,0.224,0.1175,0.0075,0.045,0.151,0.0985,"ref_sample_274","reference"
0.096,0.133,0.0285,0.038,0.0815,0.147,0.152,0.038,0.016,0.0215,0.0085,0.013,0.068,0.11,0.0165,0.0325,"ref_sample_275","reference"
0.0975,0.104,0.0225,0.0565,0.0075,0.07,0.079,0.0275,0.1545,0.0885,0.0225,0.0615,0.1055,0.057,0.01,0.036,"ref_sample_276","reference"
0.036,0.1555,0,0.107,0.001,0,0.095,0.05,0.147,0.07,0.001,0.144,0.0855,0.039,0,0.069,"ref_sample_277","reference"
0.1515,0.0555,0,0.0985,0.052,0.0375,0.0605,0.031,0.133,0.073,0.001,0.101,0.083,0.054,0,0.0685,"ref_sample_278","reference"
0.043,0.14,0.104,0.0985,0.0295,0.04,0.0455,0.0635,0.086,0.0335,0.0755,0.074,0.058,0.0165,0.041,0.0515,"ref_sample_279","reference"
0,0,0.052,0.0145,0.0075,0.0025,0,0.02,5e-04,5e-04,0.595,0.1875,0,5e-04,0.095,0.0245,"ref_sample_280","reference"
0,0,0.274,0.126,0.1135,0.045,0,0.162,0,0,0.0065,0.0035,0,0,0.186,0.0835,"ref_sample_281","reference"
0.077,0.144,0.1235,0.2195,0.028,0.0135,0.034,0.0675,0.002,5e-04,0.0015,0.004,0.1,0.0235,0.048,0.1135,"ref_sample_282","reference"
0.002,0.001,0,0.0015,0.1865,0.0945,0.027,0.0135,0.006,0.321,0,0.117,0.0015,0.1685,0,0.06,"ref_sample_283","reference"
0,0,0,0,0,0,0,0,0.2765,0.177,0.027,0.193,0.1325,0.0865,0.013,0.0945,"ref_sample_284","reference"
0.0065,0,0.3095,0.0875,0.0315,0.0145,0.003,0.1735,0,5e-04,0.029,0.0055,0.0035,5e-04,0.2705,0.0645,"ref_sample_285","reference"
0.0265,0.0105,0.003,0.0195,0.2815,0.1875,0.177,0.0905,5e-04,0.005,0.001,0.0035,0.0085,0.1255,0.014,0.046,"ref_sample_286","reference"
0.0045,0.013,0.0015,0.0035,5e-04,0,0.0055,0.003,0.4425,0.1095,0.0655,0.098,0.1515,0.05,0.0225,0.029,"ref_sample_287","reference"
0.1315,0.062,0.002,0.1145,0.123,0.0915,0.051,0.0295,0.109,0.073,0.0015,0.127,0.0275,0.024,0,0.033,"ref_sample_288","reference"
0.017,0.0775,0.0075,0.0715,0.0415,0.0205,0.018,0.0165,0.2465,0.127,0.031,0.245,0.025,0.0215,0.0035,0.0305,"ref_sample_289","reference"
0.146,0.14,0.099,0.133,0.054,0.045,0.0375,0.023,0.0205,0.006,0.01,0.014,0.1255,0.039,0.046,0.0615,"ref_sample_290","reference"
0.055,0.032,0.118,0.13,0.086,0.049,0.039,0.1095,0.033,0.016,0.0665,0.066,0.028,0.0275,0.0765,0.068,"ref_sample_291","reference"
0.1765,0.136,0.0585,0.095,0.089,0.0455,0.114,0.061,0.0375,0.0325,0.009,0.014,0.0515,0.0395,0.0125,0.028,"ref_sample_292","reference"
0.202,0.0705,0.0025,0.1555,0.048,0.016,0.12,0.075,0.0135,0.0065,0,0.008,0.111,0.068,0.001,0.1025,"ref_sample_293","reference"
0.0065,0.011,0.1365,0.101,0.0045,0.004,0.0125,0.1105,0.021,0.0085,0.2385,0.1235,0.007,0.0055,0.125,0.0845,"ref_sample_294","reference"
0,0,0,0,0.08,0.034,0.038,0.01,0,0.4945,0.003,0.1345,0,0.162,0.0015,0.0425,"ref_sample_295","reference"
0.0465,0.0555,0.075,0.063,0.018,0.0045,0.054,0.0875,0.1115,0.0725,0.1535,0.1075,0.038,0.0285,0.049,0.0355,"ref_sample_296","reference"
0.05,0.0155,0.3105,0.1265,0.068,0.041,0.007,0.099,0.006,0.0015,0.0345,0.015,0.0185,0.0095,0.1395,0.058,"ref_sample_297","reference"
0.15,0.054,0.1615,0.201,0.0935,0.0215,0.024,0.051,0,0,0,0,0.062,0.0215,0.0715,0.0885,"ref_sample_298","reference"
0.002,0.104,5e-04,0.0485,0.0225,0.2235,0.064,0.0345,0.0725,0.099,0,0.0735,0.054,0.118,5e-04,0.083,"ref_sample_299","reference"
0.0745,0.057,0.001,0.044,0.0135,0.0165,0.017,0.0065,0.284,0.0845,0.0065,0.1265,0.1555,0.037,0.0025,0.0735,"ref_sample_300","reference"
0.2165,0.065,0.097,0.055,0.0055,0.0515,0.082,0.0335,0.004,0.0025,0.0015,0.001,0.168,0.0775,0.088,0.0515,"ref_sample_301","reference"
0.007,0.0065,0.029,0.0235,0.026,0.122,0.0095,0.0365,0.0595,0.092,0.3035,0.2525,0.0015,0.0055,0.0185,0.007,"ref_sample_302","reference"
5e-04,0.002,0.0025,5e-04,0,0,0,5e-04,0.235,0.1115,0.299,0.072,0.0985,0.054,0.095,0.029,"ref_sample_303","reference"
0.0055,0.107,0.145,0.147,0.027,0.0175,0.02,0.0685,0.0375,0.008,0.0625,0.071,0.061,0.0155,0.1125,0.0945,"ref_sample_304","reference"
0.0015,0.016,0.0045,0.004,0.0145,0.0425,0.037,0.016,0.1365,0.3465,0.0885,0.0785,0.031,0.134,0.032,0.017,"ref_sample_305","reference"
0,5e-04,0.0455,0.0145,0,0.0115,0,0.0355,0.003,0.0015,0.469,0.172,0.001,5e-04,0.1715,0.074,"ref_sample_306","reference"
5e-04,0.0325,0.189,0.044,0.0205,0.016,0.011,0.111,0.012,0.006,0.1705,0.034,0.0215,0.011,0.26,0.0605,"ref_sample_307","reference"
0.006,0.0015,0.0235,0.0045,0.1065,0.3865,0.0165,0.0915,0.004,0.0205,0.1335,0.02,0,0.0245,0.138,0.023,"ref_sample_308","reference"
0.0615,0.042,0,0.042,0.145,0.292,0.1445,0.048,0.007,0.0255,0,0.0115,0.023,0.104,5e-04,0.0535,"ref_sample_309","reference"
0.0765,0.043,0.0295,0.0505,0.184,0.15,0.096,0.0675,0.03,0.029,0.0175,0.0235,0.0375,0.085,0.025,0.0555,"ref_sample_310","reference"
0.0205,0.195,0.054,0.08,5e-04,0.168,0.12,0.0815,0.0025,0.0025,0.0015,0.002,0.079,0.0935,0.041,0.0585,"ref_sample_311","reference"
0.186,0.06,0.002,0.0945,0.025,0.0135,0.0645,0.0285,0.2175,0.084,0.0025,0.1115,0.0575,0.0205,0.0015,0.031,"ref_sample_312","reference"
0.002,0.111,0.016,0.049,0.07,0.0455,0.1025,0.058,0.0835,0.099,0.033,0.0845,0.057,0.0915,0.0245,0.073,"ref_sample_313","reference"
0,0,0,0,0,0,0,5e-04,0.1045,0.365,5e-04,0.2435,0.026,0.1615,0,0.0985,"ref_sample_314","reference"
0.0315,0.0115,0.2015,0.0805,0.093,0.1915,0.0105,0.0885,0.011,0.007,0.0915,0.0325,0.006,0.011,0.088,0.0445,"ref_sample_315","reference"
0.0125,0.085,5e-04,0.059,0.0055,0.016,0.055,0.0305,0.1455,0.0825,0.002,0.1525,0.1365,0.0715,0.001,0.1445,"ref_sample_316","reference"
0,0,0,0,0,0.005,0,5e-04,0.011,0.411,0.128,0.225,0.0015,0.121,0.034,0.063,"ref_sample_317","reference"
0.121,0.053,0.1425,0.0865,0,0.001,0.0915,0.1095,0.0465,0.027,0.055,0.035,0.0625,0.029,0.0795,0.0605,"ref_sample_318","reference"
0.0065,0.0035,0.0555,0.0225,0.237,0.213,0.0115,0.098,0.003,0.015,0.107,0.051,0.0015,0.0175,0.104,0.0535,"ref_sample_319","reference"
0,0.013,5e-04,0.0045,0.209,0.172,0.173,0.072,0.0085,0.1385,0.0035,0.061,0.0025,0.0995,0.005,0.0375,"ref_sample_320","reference"
0.0645,0.0785,0.128,0.0635,0.0855,0.037,0.0925,0.1505,0.0065,0.0035,0.016,0.006,0.061,0.0615,0.0915,0.054,"ref_sample_321","reference"
0.003,0.001,0.0405,0.03,0.349,0.14,0.005,0.108,0.001,0,0.029,0.0205,0.001,0.017,0.1565,0.0985,"ref_sample_322","reference"
0.189,0.0705,0.0395,0.1605,0.009,0.0555,0.0575,0.0495,0.0225,0.007,0.0025,0.02,0.1255,0.0485,0.0335,0.1095,"ref_sample_323","reference"
0.0595,0.023,0.01,0.025,0.0015,0.001,0.04,0.0105,0.258,0.135,0.05,0.1205,0.125,0.0595,0.0205,0.061,"ref_sample_324","reference"
0.008,0.3265,0.028,0.164,0.02,0.007,0.09,0.0575,0.021,0.005,0.002,0.0145,0.1215,0.0385,0.0065,0.09,"ref_sample_325","reference"
0.0285,0.017,0.0395,0.0545,0.004,0.3045,0.086,0.2035,0.004,0.0135,0.027,0.033,0.01,0.0475,0.0535,0.074,"ref_sample_326","reference"
0.0305,0.01,0.3115,0.0905,0.0485,0.0135,0.0095,0.097,0.0045,0.002,0.053,0.019,0.0195,0.0085,0.2015,0.081,"ref_sample_327","reference"
0.0045,0.006,0.063,0.0215,0.0265,0.599,0.0045,0.055,0.0025,0.0075,0.0785,0.0325,0.0035,0.0115,0.064,0.02,"ref_sample_328","reference"
0,0,0.155,0.0515,0.0075,0.0085,0.001,0.1195,0,0.0015,0.369,0.117,0,0,0.1275,0.042,"ref_sample_329","reference"
0.06,0.044,0.023,0.037,0.248,0.12,0.075,0.044,0.0045,0.007,0.005,0.0075,0.0505,0.152,0.044,0.0785,"ref_sample_330","reference"
0.023,0.125,0.282,0.105,0.022,0.0115,0.0455,0.1405,0.001,0.001,0.008,0.002,0.049,0.02,0.117,0.0475,"ref_sample_331","reference"
0.0195,0.0535,0.168,0.073,0.128,0.084,0.0325,0.1165,0.014,0.0145,0.063,0.0255,0.0275,0.0265,0.1115,0.0425,"ref_sample_332","reference"
0.0035,0.0135,0.0065,0.011,0.003,0.0015,0.007,0.0085,0.2585,0.148,0.1145,0.261,0.053,0.039,0.0205,0.051,"ref_sample_333","reference"
0.233,0.0715,0.083,0.0635,0.054,0.027,0.0665,0.033,0.015,0.013,0.005,0.006,0.1725,0.054,0.0575,0.0455,"ref_sample_334","reference"
0.1905,0.094,0.0035,0.183,0.004,0.0075,0.114,0.073,0.0505,0.028,0.001,0.052,0.0865,0.0385,5e-04,0.0735,"ref_sample_335","reference"
0.0895,0.0375,0.172,0.1575,5e-04,0.005,0.0475,0.118,0.002,0.0015,0.006,0.0075,0.071,0.03,0.137,0.1175,"ref_sample_336","reference"
0.1005,0.0375,0.031,0.027,0.1795,0.0885,0.1325,0.053,0.0205,0.034,0.0165,0.0075,0.068,0.1325,0.041,0.0305,"ref_sample_337","reference"
0.17,0.1515,0.0725,0.0325,0.001,0.0095,0.162,0.0475,0.031,0.012,0.0095,0.005,0.145,0.0745,0.042,0.0345,"ref_sample_338","reference"
0.178,0.1375,0.0035,0.1555,0.025,0.009,0.118,0.063,0.0445,0.026,5e-04,0.0295,0.09,0.048,0.003,0.069,"ref_sample_339","reference"
